Sl.No,State_Name,Crop_Year,Area(m^2),X1,X2,X3,X4,Yield (kg)
425,Madhya Pradesh,2001,43272,25430,42447,677.01,730.656,38114
426,Madhya Pradesh,2002,41040,38114,25430,791.69,677.01,27970
427,Madhya Pradesh,2000,14034,29710,8900,632.251,1081.972,13239
428,Madhya Pradesh,2001,15710,13239,29710,697.775,632.251,33464
429,Madhya Pradesh,2002,6064,33464,13239,555.778,697.775,14153
430,Madhya Pradesh,2005,3729,4098,3468,452.7,485.7,7840
431,Madhya Pradesh,2006,410,7840,4098,401.9,452.7,829
432,Madhya Pradesh,2007,320,829,7840,478.6,401.9,587
433,Madhya Pradesh,2000,662,485,300,882.299,1118.719,396
434,Madhya Pradesh,2001,634,396,485,825.5,882.299,407
435,Madhya Pradesh,2006,599,382,376,1939.8,1125.6,411
436,Madhya Pradesh,2007,564,411,382,952.8,1939.8,416
437,Madhya Pradesh,2010,461,365,416,786.1,1203.2,437
438,Madhya Pradesh,2001,17373,8362,20393,925.18,951.382,11855
439,Madhya Pradesh,2005,15080,10424,13881,1006.6,940.7,9702
440,Madhya Pradesh,2006,11865,9702,10424,648.9,1006.6,5017
441,Madhya Pradesh,2007,11344,5017,9702,575.2,648.9,3644
442,Madhya Pradesh,2008,11323,3644,5017,938.3,575.2,7426
443,Madhya Pradesh,2010,8872,7426,3644,915.8,809.8,5538
444,Madhya Pradesh,2001,25426,11002,21098,996.654,872.132,11317
445,Madhya Pradesh,2002,25431,11317,11002,923.694,996.654,10972
446,Madhya Pradesh,2000,2024,1735,400,739.531,1153.279,1855
447,Madhya Pradesh,2001,1978,1855,1735,764.171,739.531,2261
448,Madhya Pradesh,2002,1166,2261,1855,603.828,764.171,769
449,Madhya Pradesh,2005,1681,1147,1981,483.2,567.7,1592
450,Madhya Pradesh,2008,3960,1369,1230,1044,568.4,4995
451,Madhya Pradesh,2000,787,607,400,693.671,962.403,370
452,Madhya Pradesh,2001,822,370,607,694.352,693.671,528
453,Madhya Pradesh,2008,449,390,287,404.6,1013.3,306
454,Madhya Pradesh,2010,180,306,390,790.2,779.7,158
455,Madhya Pradesh,2000,2875,1722,1600,518.409,759.308,813
456,Madhya Pradesh,2005,2257,1222,2046,559.9,721.3,1175
457,Madhya Pradesh,2006,1857,1175,1222,1083.4,559.9,1054
458,Madhya Pradesh,2007,1656,1054,1175,1161,1083.4,1031
459,Madhya Pradesh,2008,1365,1031,1054,687.3,1161,829
460,Madhya Pradesh,2000,73146,80624,45900,953.833,1246.466,27903
461,Madhya Pradesh,2001,76095,27903,80624,1157.258,953.833,59604
462,Madhya Pradesh,2002,74670,59604,27903,1124.309,1157.258,36401
463,Madhya Pradesh,2006,78637,66422,59160,966.5,1360,55661
464,Madhya Pradesh,2007,79050,55661,66422,975.2,966.5,64059
465,Madhya Pradesh,2008,79304,64059,55661,782.2,975.2,61693
466,Madhya Pradesh,2000,1721,1683,700,715.814,961.761,1335
467,Madhya Pradesh,2002,1617,1432,1335,501.399,728.169,519
468,Madhya Pradesh,2005,791,729,1018,911.1,791.9,663
469,Madhya Pradesh,2008,820,620,673,980.6,765.8,517
470,Madhya Pradesh,2010,706,517,620,803,677.3,816
471,Madhya Pradesh,2000,38925,83553,35500,700.611,1091.747,81700
472,Madhya Pradesh,2001,43431,81700,83553,737.512,700.611,98738
473,Madhya Pradesh,2002,15805,98738,81700,546.72,737.512,14219
474,Madhya Pradesh,2005,17543,30884,36700,718.3,735.6,40559
475,Madhya Pradesh,2007,11726,37380,40559,540.5,545.1,16744
476,Madhya Pradesh,2008,30991,16744,37380,768.8,540.5,81797
477,Madhya Pradesh,2010,24474,81797,16744,921.3,516.6,63953
478,Madhya Pradesh,2000,1812,2605,1900,704.979,1002.761,1672
479,Madhya Pradesh,2002,1045,2270,1672,743.016,650.494,983
480,Madhya Pradesh,2008,814,1383,1100,612.4,1140.6,1537
481,Madhya Pradesh,2010,422,1537,1383,981.9,1133.4,1195
482,Madhya Pradesh,2000,9681,13185,6300,918.685,1247.326,11178
483,Madhya Pradesh,2001,9667,11178,13185,826.346,918.685,11464
484,Madhya Pradesh,2002,9969,11464,11178,861.372,826.346,12880
485,Madhya Pradesh,2005,14052,11298,13980,1386.4,1276.7,18009
486,Madhya Pradesh,2006,15232,18009,11298,1901.8,1386.4,20226
487,Madhya Pradesh,2007,16540,20226,18009,1092.8,1901.8,26753
488,Madhya Pradesh,2008,17083,26753,20226,823.8,1092.8,25152
489,Madhya Pradesh,2010,23719,25152,26753,1083.1,1574.7,54441
490,Madhya Pradesh,2001,29,16,23,573.837,544.824,16
491,Madhya Pradesh,2002,25,16,16,584.042,573.837,12
492,Madhya Pradesh,2005,20,14,19,723.1,766.6,10
493,Madhya Pradesh,2006,22,10,14,1234.2,723.1,12
494,Madhya Pradesh,2007,20,12,10,960.5,1234.2,11
495,Madhya Pradesh,2008,11,11,12,670.6,960.5,7
496,Madhya Pradesh,2010,5,7,11,958.8,965.1,5
497,Madhya Pradesh,2000,56193,63439,28800,995.762,1283.522,30982
498,Madhya Pradesh,2001,61330,30982,63439,1147.302,995.762,54828
499,Madhya Pradesh,2002,61466,54828,30982,1014.652,1147.302,48730
500,Madhya Pradesh,2005,58519,78462,78545,1806.2,1208.7,52292
501,Madhya Pradesh,2007,65761,53470,52292,1033.4,999.1,43209
502,Madhya Pradesh,2008,67404,43209,53470,1201.1,1033.4,55256
503,Madhya Pradesh,2010,67596,55256,43209,1398.4,1122,83587
504,Madhya Pradesh,2000,23661,17517,11300,670.632,850.648,3238
505,Madhya Pradesh,2001,22539,3238,17517,695.644,670.632,4557
506,Madhya Pradesh,2002,21777,4557,3238,639.767,695.644,9536
507,Madhya Pradesh,2005,22504,12841,14612,659.3,1097.4,10387
508,Madhya Pradesh,2006,22890,10387,12841,1494.1,659.3,10592
509,Madhya Pradesh,2007,22820,10592,10387,1188.6,1494.1,12493
510,Madhya Pradesh,2008,14190,12493,10592,632.2,1188.6,7742
511,Madhya Pradesh,2010,12791,7742,12493,639.8,622.6,8373
512,Madhya Pradesh,2000,108100,109984,55600,999.4,1279.467,41027
513,Madhya Pradesh,2001,111410,41027,109984,1100.111,999.4,90071
514,Madhya Pradesh,2002,108635,90071,41027,990.487,1100.111,47802
515,Madhya Pradesh,2005,110440,84359,95821,2008.2,940.4,93612
516,Madhya Pradesh,2010,83507,101787,37855,508,557.6,71370
517,Madhya Pradesh,2001,109899,35294,85898,1298.611,1070.314,82824
518,Madhya Pradesh,2002,109462,82824,35294,1193.424,1298.611,61210
519,Madhya Pradesh,2005,114873,74956,88553,1477.5,1164.1,75748
520,Madhya Pradesh,2007,114204,74021,75748,1173.9,1139.7,77227
521,Madhya Pradesh,2008,114760,77227,74021,1503.5,1173.9,75229
522,Madhya Pradesh,2010,112720,75229,77227,1490.5,959.3,103242
523,Madhya Pradesh,2001,17,7,15,765.5,657.742,9
524,Madhya Pradesh,2002,14,9,7,484.292,765.5,5
525,Madhya Pradesh,2005,6,4,8,744.6,1090.5,2
526,Madhya Pradesh,2006,2,2,4,1443.3,744.6,1
527,Madhya Pradesh,2005,537,326,382,687.3,547.6,1125
528,Madhya Pradesh,2008,467,283,889,777.7,431.4,980
529,Madhya Pradesh,2005,13053,14953,15565,1585.6,1156.4,13931
530,Madhya Pradesh,2006,13605,13931,14953,1084.4,1585.6,14579
531,Madhya Pradesh,2007,12944,14579,13931,899.8,1084.4,12744
532,Madhya Pradesh,2008,13149,12744,14579,947.4,899.8,12221
533,Madhya Pradesh,2010,12545,12221,12744,785.5,1230.9,19469
534,Madhya Pradesh,2002,10,13,5,394.203,747.374,2
535,Madhya Pradesh,2005,24,5,6,746.5,692,12
536,Madhya Pradesh,2006,29,12,5,1352,746.5,14
537,Madhya Pradesh,2007,41,14,12,501.6,1352,20
538,Madhya Pradesh,2008,70,20,14,813.2,501.6,36
539,Madhya Pradesh,2000,62533,47346,22900,997.746,1268.358,23130
540,Madhya Pradesh,2001,63192,23130,47346,973.885,997.746,34633
541,Madhya Pradesh,2002,60922,34633,23130,876.549,973.885,19750
542,Madhya Pradesh,2005,60745,24883,27285,1494.4,1284.6,37701
543,Madhya Pradesh,2010,53696,44532,23242,741.3,832.5,51600
544,Madhya Pradesh,2000,5173,4333,2300,1055.442,1309.451,2852
545,Madhya Pradesh,2001,5430,2852,4333,934.366,1055.442,3148
546,Madhya Pradesh,2002,5319,3148,2852,862.992,934.366,2868
547,Madhya Pradesh,2006,12369,5108,3622,1142.9,1238,8280
548,Madhya Pradesh,2010,26154,21131,19022,812.5,1078.9,33151
549,Madhya Pradesh,2000,1273,296182,167900,726.641,1006.27,272
550,Madhya Pradesh,2001,1167,272,296182,744.118,726.641,453
551,Madhya Pradesh,2002,1102,453,272,564.483,744.118,277
552,Madhya Pradesh,2005,865,612,814,717.3,1014.9,432
553,Madhya Pradesh,2010,538,441,643,703.5,802.1,448
554,Madhya Pradesh,2000,2811,2755,1700,601.063,856.379,1086
555,Madhya Pradesh,2001,2377,1086,2755,674.954,601.063,1162
556,Madhya Pradesh,2002,2816,1162,1086,548.972,674.954,1518
557,Madhya Pradesh,2005,2507,1175,1918,774.8,878.8,1807
558,Madhya Pradesh,2006,2168,1807,1175,1634.3,774.8,1586
559,Madhya Pradesh,2010,1696,1280,1507,689,756.9,1291
560,Madhya Pradesh,2000,134789,80061,46800,889.763,1125.837,73982
561,Madhya Pradesh,2002,140685,136581,73982,839.813,877.449,96251
562,Madhya Pradesh,2007,131607,89171,138116,864.2,698,68954
563,Madhya Pradesh,2010,102073,133680,68954,813.7,667.7,67453
564,Madhya Pradesh,2000,9822,6204,3600,1019.818,1307.647,5343
565,Madhya Pradesh,2001,9586,5343,6204,988.568,1019.818,5010
566,Madhya Pradesh,2002,9346,5010,5343,844.677,988.568,3411
567,Madhya Pradesh,2005,8601,5413,5976,1644.6,1070.7,4547
568,Madhya Pradesh,2006,8369,4547,5413,1040.1,1644.6,4303
569,Madhya Pradesh,2007,6639,4303,4547,746.5,1040.1,3570
570,Madhya Pradesh,2000,101143,60543,29800,958.139,1220.148,29129
571,Madhya Pradesh,2001,112519,29129,60543,954.588,958.139,116120
572,Madhya Pradesh,2002,101971,116120,29129,880.918,954.588,67306
573,Madhya Pradesh,2005,103744,106309,97444,1471.6,1078.4,123297
574,Madhya Pradesh,2006,94921,123297,106309,779.9,1471.6,60924
575,Madhya Pradesh,2007,89653,60924,123297,741.4,779.9,33943
576,Madhya Pradesh,2008,90254,33943,60924,754,741.4,59095
577,Madhya Pradesh,2010,71699,59095,33943,663.4,892.7,74317
578,Madhya Pradesh,2000,1694,1592,1200,844.095,1108.331,877
579,Madhya Pradesh,2001,1728,877,1592,785.548,844.095,1050
580,Madhya Pradesh,2007,2282,901,880,893,1632.8,1754
581,Madhya Pradesh,2008,4645,1754,901,679.5,893,3498
582,Madhya Pradesh,2010,6093,3498,1754,658.1,954.3,6830
583,Madhya Pradesh,2000,111104,148312,80500,962.092,1245.715,43910
584,Madhya Pradesh,2005,118323,84097,175659,1449.1,753.8,143950
585,Madhya Pradesh,2007,118956,135813,143950,966.7,1322.5,147911
586,Madhya Pradesh,2008,115562,147911,135813,942.9,966.7,117316
587,Madhya Pradesh,2010,116339,117316,147911,1216.2,978.1,153894
588,Madhya Pradesh,2000,204290,195837,88300,859.733,1123.103,142449
589,Madhya Pradesh,2001,208437,142449,195837,988.179,859.733,191663
590,Madhya Pradesh,2002,203535,191663,142449,992.117,988.179,105780
591,Madhya Pradesh,2008,107234,62248,85259,945.2,1050.1,92093
592,Madhya Pradesh,2010,100909,92093,62248,818.9,701.6,129033
593,Madhya Pradesh,2000,602,595,300,719.189,1022.792,336
594,Madhya Pradesh,2001,494,336,595,751.577,719.189,235
595,Madhya Pradesh,2002,418,235,336,625.946,751.577,165
596,Madhya Pradesh,2005,326,280,227,642.5,828,173
597,Madhya Pradesh,2006,303,173,280,1628.3,642.5,134
598,Madhya Pradesh,2007,229,134,173,1060.9,1628.3,115
599,Madhya Pradesh,2008,190,115,134,692.7,1060.9,84
600,Madhya Pradesh,2010,112,84,115,620.5,785.9,83
601,Madhya Pradesh,2000,6026,19158,2700,667.466,945.808,6672
602,Madhya Pradesh,2001,5502,6672,19158,719.371,667.466,12997
603,Madhya Pradesh,2002,2507,12997,6672,412.602,719.371,2096
604,Madhya Pradesh,2010,9476,16745,17701,611.7,372,28320
605,Madhya Pradesh,2000,6384,6813,3100,766.44,1104.87,5478
606,Madhya Pradesh,2002,4713,6975,5478,555.38,777.982,1883
607,Madhya Pradesh,2005,6159,5909,8572,741.3,692.2,5846
608,Madhya Pradesh,2007,5128,4751,5846,525,580.7,3942
609,Madhya Pradesh,2008,7965,3942,4751,795.5,525,9047
610,Madhya Pradesh,2010,8333,9047,3942,844.6,753.2,13216
611,Madhya Pradesh,2000,119845,82874,46500,816.147,1041.537,52495
612,Madhya Pradesh,2001,124690,52495,82874,847.651,816.147,88915
613,Madhya Pradesh,2002,116069,88915,52495,873.933,847.651,72217
614,Madhya Pradesh,2005,124631,84412,130044,785.8,759.4,91888
615,Madhya Pradesh,2008,72724,80307,103520,785.4,775.5,50901
616,Madhya Pradesh,2010,58194,50901,80307,835,685.1,50974
617,Madhya Pradesh,2000,22735,19813,10100,890.645,1262.888,15317
618,Madhya Pradesh,2002,21513,15973,15317,733.632,886.615,7311
619,Madhya Pradesh,2005,18373,9379,19266,713.4,567.3,9024
620,Madhya Pradesh,2006,14485,9024,9379,593.7,713.4,5721
621,Madhya Pradesh,2007,11658,5721,9024,388,593.7,1969
622,Madhya Pradesh,2010,11976,7313,1969,574.5,778.1,5378
623,Madhya Pradesh,2001,10,8,9,691.892,636.673,4
624,Madhya Pradesh,2002,8,4,8,595.024,691.892,2
625,Madhya Pradesh,2005,5,10,3,669.4,898.8,2
626,Madhya Pradesh,2000,40230,28348,16900,953.7,1239.366,14028
627,Madhya Pradesh,2001,42586,14028,28348,1080.966,953.7,20562
628,Madhya Pradesh,2002,42439,20562,14028,1017.235,1080.966,15349
629,Madhya Pradesh,2005,43986,18980,27551,1634.4,922.1,36551
630,Madhya Pradesh,2006,43765,36551,18980,1074,1634.4,23951
631,Madhya Pradesh,2008,45644,24803,23951,1087.8,1007.1,30521
632,Madhya Pradesh,2010,38127,30521,24803,883.7,905.2,35056
633,Madhya Pradesh,2001,740,395,495,868.284,917.396,443
634,Madhya Pradesh,2002,686,443,395,676.869,868.284,209
635,Madhya Pradesh,2005,619,397,449,1059.3,935.6,479
636,Madhya Pradesh,2006,571,479,397,1296.3,1059.3,446
637,Madhya Pradesh,2008,522,404,446,1169.1,782.1,427
638,Maharashtra,2006,8400,400,5800,771.8,641.5,6600
639,Maharashtra,2008,9300,102,6600,648.9,591.2,9100
640,Maharashtra,2010,7500,2800,9100,844.1,651.8,7000
641,Maharashtra,2000,8900,5600,6100,604.312,1020.788,4400
642,Maharashtra,2001,10300,4400,5600,547.136,604.312,9700
643,Maharashtra,2002,11000,9700,4400,748.127,547.136,7200
644,Maharashtra,2005,200,600,1000,675.1,662.2,900
645,Maharashtra,2008,1000,7,1500,607.1,569.7,400
646,Maharashtra,2010,800,200,400,941.4,826,300
647,Maharashtra,1999,141000,365800,381500,1203.006,1123.532,218200
648,Maharashtra,2001,142400,139700,218200,1249.258,992.379,195500
649,Maharashtra,2005,168400,119700,264200,1797.5,781.7,283700
650,Maharashtra,1999,140600,159700,190100,1036.87,1115.834,211500
651,Maharashtra,2002,142100,220500,119200,947.19,1155.971,108300
652,Maharashtra,2006,136300,206400,107200,1270.3,1602.8,188700
653,Maharashtra,2007,1613,188700,206400,1455.2,1270.3,2517
654,Maharashtra,2008,157700,2517,188700,1074.4,1455.2,133700
655,Maharashtra,2009,112600,133700,2517,761.1,1074.4,69700
656,Maharashtra,2000,4900,4700,15900,814.783,1033.56,1800
657,Maharashtra,2001,4900,1800,4700,823.467,814.783,5600
658,Maharashtra,2002,5200,5600,1800,787.505,823.467,4200
659,Maharashtra,2000,138400,190100,154100,1061.965,1032,107300
660,Maharashtra,2001,142100,107300,190100,1144.01,1061.965,163800
661,Maharashtra,2002,142600,163800,107300,911.446,1144.01,74900
662,Maharashtra,2005,147200,125200,175700,1607.4,1105.7,222100
663,Maharashtra,2006,140000,222100,125200,1790.3,1607.4,206100
664,Maharashtra,2007,1491,206100,222100,1591.7,1790.3,2231
665,Maharashtra,2005,177800,97600,255000,1709.9,917,271200
666,Maharashtra,2007,1925,209200,271200,1224.7,1520.6,3190
667,Maharashtra,2008,185100,3190,209200,1115.9,1224.7,130900
668,Maharashtra,2009,181900,130900,3190,1049,1115.9,197500
669,Maharashtra,2002,15900,9700,8900,769.062,555.357,9300
670,Maharashtra,1999,1800,1900,1600,766.878,729.83,1700
671,Maharashtra,2000,1700,1700,1900,486.503,766.878,2100
672,Maharashtra,2001,1200,2100,1700,489.995,486.503,700
673,Maharashtra,2002,900,700,2100,564.437,489.995,800
674,Maharashtra,2005,200,400,1100,541,647.5,300
675,Maharashtra,2007,1,100,300,595.4,1239.3,1
676,Maharashtra,2009,200,1,100,717.3,547.3,100
677,Maharashtra,2000,1200,700,400,474.395,844.066,700
678,Maharashtra,2001,600,700,700,433.153,474.395,400
679,Maharashtra,2002,600,400,700,583.923,433.153,100
680,Maharashtra,1999,103200,289100,246100,2010.763,2213.201,261900
681,Maharashtra,2000,106300,261900,289100,1871.817,2010.763,232800
682,Maharashtra,2001,105900,232800,261900,1375.969,1871.817,289400
683,Maharashtra,2006,109800,246100,279100,2611.4,2809.8,284800
684,Maharashtra,2007,1119,284800,246100,2260.6,2611.4,3362
685,Maharashtra,2008,113800,3362,284800,2082,2260.6,285200
686,Maharashtra,2009,112700,285200,3362,1989.6,2082,291800
687,Maharashtra,2010,111500,291800,285200,1988.5,1989.6,321600
688,Maharashtra,1999,19700,9800,5500,750.051,957.502,11700
689,Maharashtra,2000,20800,11700,9800,759.397,750.051,13000
690,Maharashtra,2001,20700,13000,11700,678.564,759.397,13400
691,Maharashtra,2005,18200,6200,6700,1091.3,786.2,8300
692,Maharashtra,2006,15900,8300,6200,893,1091.3,8600
693,Maharashtra,2007,126,8600,8300,802.4,893,59
694,Maharashtra,2008,3900,59,8600,710.3,802.4,1400
695,Maharashtra,2010,6300,1300,1400,1148.8,549.4,2800
696,Maharashtra,1999,37300,40000,23700,1124.658,1070.895,41500
697,Maharashtra,2000,37500,41500,40000,870.965,1124.658,37100
698,Maharashtra,2001,42500,37100,41500,1039.598,870.965,54700
699,Maharashtra,2006,46000,61700,41200,1076.4,1329.3,69100
700,Maharashtra,2007,496,69100,61700,1250.7,1076.4,754
701,Maharashtra,2008,57500,754,69100,840.8,1250.7,54600
702,Maharashtra,2009,70900,54600,754,986.7,840.8,80300
703,Maharashtra,2010,71400,80300,54600,1289.4,986.7,70100
704,Maharashtra,1999,26100,15800,15100,957.789,1116.204,15600
705,Maharashtra,2000,26700,15600,15800,861.335,957.789,20100
706,Maharashtra,2002,24100,24400,20100,786.509,688.676,15300
707,Maharashtra,2007,14500,9400,6700,586.9,745.3,105
708,Maharashtra,2010,5200,1500,4200,1002,528.7,2700
709,Maharashtra,2001,20000,4900,229400,1171.421,1157.21,12300
710,Maharashtra,2002,19800,12300,4900,1014.036,1171.421,14500
711,Maharashtra,2005,19700,9700,17700,1206.5,1093.6,30900
712,Maharashtra,2006,20000,30900,9700,1590.8,1206.5,16900
713,Maharashtra,2007,210,16900,30900,1122,1590.8,312
714,Maharashtra,2008,20400,312,16900,1038.5,1122,21900
715,Maharashtra,2009,18700,21900,312,719.6,1038.5,12900
716,Maharashtra,1999,47800,57200,59600,1130.977,1445.435,57200
717,Maharashtra,2000,45600,57200,57200,957.618,1130.977,39800
718,Maharashtra,2001,46600,39800,57200,981.116,957.618,56300
719,Maharashtra,2002,49100,56300,39800,863.165,981.116,43900
720,Maharashtra,1999,15200,3600,3900,655.838,829.503,8500
721,Maharashtra,2000,17200,8500,3600,642.003,655.838,8400
722,Maharashtra,2002,16700,2400,8400,521.912,613.382,5200
723,Maharashtra,2005,17000,6700,2600,860.8,676.2,6400
724,Maharashtra,2006,17500,6400,6700,636.9,860.8,6700
725,Maharashtra,2007,166,6700,6400,621,636.9,69
726,Maharashtra,2008,5000,69,6700,771.2,621,1800
727,Maharashtra,2009,6100,1800,69,764.3,771.2,3700
728,Maharashtra,2010,11200,3700,1800,1070.1,764.3,3400
729,Maharashtra,1999,9100,10300,10300,893.944,991.133,4200
730,Maharashtra,2000,9600,4200,10300,637.517,893.944,3300
731,Maharashtra,2001,9600,3300,4200,548.82,637.517,5300
732,Maharashtra,2002,9400,5300,3300,675.948,548.82,4700
733,Maharashtra,2005,7000,3100,3600,1258.9,590.7,2700
734,Maharashtra,2006,7800,2700,3100,938.7,1258.9,3200
735,Maharashtra,2007,7200,3200,2700,817.8,938.7,28
736,Maharashtra,2008,5800,28,3200,709.1,817.8,1900
737,Maharashtra,1999,61700,73700,66000,1235.683,1603.243,89200
738,Maharashtra,2000,64000,89200,73700,1094.062,1235.683,75200
739,Maharashtra,2001,59100,75200,89200,1045.825,1094.062,86400
740,Maharashtra,2002,57700,86400,75200,1024.881,1045.825,40000
741,Maharashtra,2005,64500,85100,84700,1233.7,801.1,73800
742,Maharashtra,2006,63900,73800,85100,1183.1,1233.7,68900
743,Maharashtra,2007,628,68900,73800,910.5,1183.1,782
744,Maharashtra,2008,61200,782,68900,810,910.5,75500
745,Maharashtra,2009,62600,75500,782,946.5,810,51200
746,Maharashtra,2010,60900,51200,75500,961.3,946.5,71900
747,Maharashtra,2005,121000,275900,353600,3975.7,3228.4,272900
748,Maharashtra,2006,123600,272900,275900,3831.9,3975.7,291100
749,Maharashtra,2007,1246,291100,272900,3757.1,3831.9,3127
750,Maharashtra,2008,123800,3127,291100,3323.2,3757.1,335900
751,Maharashtra,2009,124000,335900,3127,2459.8,3323.2,311500
752,Maharashtra,2010,124600,311500,335900,3574.5,2459.8,294600
753,Maharashtra,2005,77000,186500,238500,3634.6,3103.1,194600
754,Maharashtra,2006,77900,194600,186500,3698.7,3634.6,210900
755,Maharashtra,2007,767,210900,194600,4076.2,3698.7,1965
756,Maharashtra,2008,77400,1965,210900,2991.2,4076.2,201000
757,Maharashtra,2010,78000,202700,201000,4201.7,2975.8,223100
758,Maharashtra,2000,18600,47200,51500,1189.479,1189.682,40400
759,Maharashtra,2001,17700,40400,47200,956.722,1189.479,47200
760,Maharashtra,2002,18500,47200,40400,978.843,956.722,28400
761,Maharashtra,2007,187,28900,39500,775.2,875.2,436
762,Maharashtra,2008,18700,436,28900,726,775.2,38700
763,Maharashtra,2009,18700,38700,436,796.9,726,35100
764,Maharashtra,1999,44000,100200,64300,1566.989,1975.599,71100
765,Maharashtra,2000,43900,71100,100200,1502.003,1566.989,51300
766,Maharashtra,2002,45400,77200,51300,1316.893,1281.431,71200
767,Maharashtra,2005,43600,72900,73400,1530.3,953.1,73400
768,Maharashtra,2006,45000,73400,72900,1362.1,1530.3,93300
769,Maharashtra,2009,50600,109300,1024,1358.6,862.1,76900
770,Maharashtra,2005,74500,210800,236900,2976.8,2609.6,215400
771,Maharashtra,2006,74700,215400,210800,2825.1,2976.8,220400
772,Maharashtra,2007,749,220400,215400,3102.2,2825.1,2051
773,Maharashtra,2009,74600,208000,2051,3649.3,3058.9,196200
774,Maharashtra,2010,73900,196200,208000,4755.7,3649.3,197000
775,Maharashtra,2000,3000,4200,3300,658.429,660.867,3400
776,Maharashtra,2001,600,3400,4200,612.854,658.429,800
777,Maharashtra,2002,500,800,3400,525.115,612.854,300
778,Maharashtra,2007,1381,252200,304700,2594.7,3139.3,3033
779,Maharashtra,2008,138000,3033,252200,2781.4,2594.7,297300
780,Maharashtra,2009,136000,297300,3033,2053.1,2781.4,285000
781,Maharashtra,2010,136000,285000,297300,2840.7,2053.1,275300
782,Maharashtra,1999,500,500,400,1113.896,1059.612,300
783,Maharashtra,2000,600,300,500,822.932,1113.896,300
784,Maharashtra,2001,500,300,300,864.543,822.932,300
785,Maharashtra,2002,500,300,300,906.912,864.543,300
786,Maharashtra,2007,1,100,200,1314.7,1097,1
787,Maharashtra,2001,1300,800,1200,453.136,567.945,1300
788,Maharashtra,2005,300,200,300,1052.8,623.8,100
789,Maharashtra,2006,200,100,200,1199.6,1052.8,100
790,Maharashtra,1999,5300,4000,3800,1073.634,1086.2,4600
791,Maharashtra,2000,5200,4600,4000,821.438,1073.634,4300
792,Maharashtra,2001,4800,4300,4600,722.275,821.438,4800
793,Maharashtra,2002,3700,4800,4300,854.621,722.275,2400
794,Punjab,1999,319000,878000,879000,332.065,419.293,991000
795,Punjab,2000,319000,991000,878000,425.052,332.065,972000
796,Punjab,2002,311000,958000,972000,355.366,446.175,879000
797,Punjab,2005,345000,1034000,872000,693.4,381.6,1003000
798,Punjab,2010,186000,501000,532000,478.8,276.4,503000
799,Punjab,1999,99000,287000,212000,222.046,340.346,392000
800,Punjab,2000,99000,392000,287000,323.646,222.046,350000
801,Punjab,2001,82000,350000,392000,318.028,323.646,307000
802,Punjab,1999,90000,246000,214000,225.97,327.465,305000
803,Punjab,2000,90000,305000,246000,320.337,225.97,310000
804,Punjab,2001,70000,310000,305000,321.469,320.337,267000
805,Punjab,2002,86000,267000,310000,220.288,321.469,280000
806,Punjab,2008,95000,351000,338000,359.4,366.8,414000
807,Punjab,2009,98000,414000,351000,323,359.4,414000
808,Punjab,2010,101000,414000,414000,252.2,323,409000
809,Punjab,1999,82000,271000,302000,333.894,511.049,302000
810,Punjab,2001,81000,350000,302000,419.451,489.067,324000
811,Punjab,2002,80000,324000,350000,391.14,419.451,312000
812,Punjab,2008,85000,383000,340000,206.1,156,363000
813,Punjab,2009,86000,363000,383000,161.7,206.1,391000
814,Punjab,2010,87000,391000,363000,304.9,161.7,366000
815,Punjab,1999,198000,465000,509000,499.554,577.419,561000
816,Punjab,2000,191000,561000,465000,518.085,499.554,569000
817,Punjab,2005,190000,641000,587000,1116,700.9,590000
818,Punjab,2006,201000,590000,641000,1032.4,1116,636000
819,Punjab,2009,204000,663000,617000,599.2,1220.4,640000
820,Punjab,2010,204000,640000,663000,918.1,599.2,705000
821,Punjab,1999,61000,171000,169000,470.673,588.033,178000
822,Punjab,2000,63000,178000,171000,525.373,470.673,192000
823,Punjab,2001,60000,192000,178000,533.995,525.373,171000
824,Punjab,2002,56000,171000,192000,529.757,533.995,159000
825,Punjab,2006,56000,182000,171000,489.6,480.2,157000
826,Punjab,2007,56000,157000,182000,621,489.6,185000
827,Punjab,2008,60000,185000,157000,993.1,621,209000
828,Punjab,1999,133000,436000,422000,355.54,470.867,464000
829,Punjab,2000,136000,464000,436000,454.784,355.54,488000
830,Punjab,2002,133000,445000,488000,407.946,436.467,495000
831,Punjab,2005,151000,538000,465000,833.9,496.3,526000
832,Punjab,2007,149000,514000,526000,622.8,576.9,554000
833,Punjab,2008,155000,554000,514000,724.7,622.8,588000
834,Punjab,2009,161000,588000,554000,615.4,724.7,636000
835,Punjab,2010,163000,636000,588000,513.2,615.4,588000
836,Punjab,1999,100000,314000,290000,343.463,447.869,319000
837,Punjab,2001,103000,358000,319000,433.651,441.611,357000
838,Punjab,2002,102000,357000,358000,388.922,433.651,362000
839,Punjab,2005,108000,423000,361000,683.8,280.8,422000
840,Punjab,2001,235000,939000,856000,400.61,448.663,916000
841,Punjab,2002,236000,916000,939000,360.956,400.61,1020000
842,Punjab,2005,250000,1144000,1047000,611.2,463.2,1130000
843,Punjab,2007,250000,1084000,1130000,474.2,414.1,1133000
844,Punjab,2008,254000,1133000,1084000,840.9,474.2,1135000
845,Punjab,2009,257000,1135000,1133000,559.8,840.9,1206000
846,Punjab,2010,257000,1206000,1135000,563.9,559.8,1133000
