Sl.No,State_Name,Crop_Year,Area(m^2),X1,X2,X3,X4,Yield (kg)
1262,Uttar Pradesh,2002,9501,30081,28025,545.652,617.857,19468
1263,Uttar Pradesh,2005,13144,35859,21304,553.9,805.3,27458
1264,Uttar Pradesh,2006,14986,27458,35859,699,553.9,34108
1265,Uttar Pradesh,1999,89904,163432,162415,1101.557,1111.811,170543
1266,Uttar Pradesh,2000,91781,170543,163432,811.822,1101.557,162713
1267,Uttar Pradesh,2002,69093,198290,162713,718.318,797.997,114885
1268,Uttar Pradesh,2005,71543,160017,155333,540.7,705.1,120765
1269,Uttar Pradesh,2001,19184,34330,34018,640.601,514.521,33752
1270,Uttar Pradesh,2002,13947,33752,34330,481.409,640.601,26639
1271,Uttar Pradesh,1999,15049,31620,52056,480.469,766.674,32261
1272,Uttar Pradesh,2000,15652,32261,31620,618.067,480.469,30547
1273,Uttar Pradesh,2001,15784,30547,32261,632.734,618.067,42375
1274,Uttar Pradesh,2002,6498,42375,30547,403.465,632.734,14078
1275,Uttar Pradesh,2001,21142,43067,44729,607.261,668.528,49840
1276,Uttar Pradesh,2002,17552,49840,43067,421.161,607.261,41996
1277,Uttar Pradesh,1999,136533,265915,298115,717.365,738.389,314658
1278,Uttar Pradesh,2001,156348,261830,314658,671.436,579.414,343647
1279,Uttar Pradesh,2002,151011,343647,261830,764.255,671.436,298868
1280,Uttar Pradesh,2005,144930,157236,344404,666.7,381.8,278990
1281,Uttar Pradesh,2006,149754,278990,157236,814.2,666.7,288576
1282,Uttar Pradesh,2010,149321,224041,339402,754.4,643.6,314321
1283,Uttar Pradesh,1999,124736,213740,249365,688.205,803.284,258547
1284,Uttar Pradesh,2001,144714,241421,258547,678.617,655.246,290604
1285,Uttar Pradesh,2002,129875,290604,241421,789.429,678.617,166254
1286,Uttar Pradesh,1999,151577,197081,245823,742.044,783.717,285787
1287,Uttar Pradesh,2000,149402,285787,197081,650.095,742.044,278272
1288,Uttar Pradesh,2001,155864,278272,285787,748.496,650.095,262873
1289,Uttar Pradesh,2002,151601,262873,278272,803.517,748.496,227291
1290,Uttar Pradesh,2005,150889,224879,305263,1242.4,1090,271902
1291,Uttar Pradesh,2007,149578,246210,271902,1511.9,1054.7,282104
1292,Uttar Pradesh,2008,152772,282104,246210,1716.7,1511.9,296072
1293,Uttar Pradesh,2009,152407,296072,282104,969.9,1716.7,277533
1294,Uttar Pradesh,2010,153977,277533,296072,1300.6,969.9,312111
1295,Uttar Pradesh,2000,127531,224346,234782,630.884,818.706,216441
1296,Uttar Pradesh,2001,154011,216441,224346,589.503,630.884,264047
1297,Uttar Pradesh,2002,85917,264047,216441,612.966,589.503,143964
1298,Uttar Pradesh,2005,127800,345455,267702,639.9,953.8,278476
1299,Uttar Pradesh,1999,9048,19007,18393,790.202,647.565,15969
1300,Uttar Pradesh,2001,10296,21446,15969,626.085,517.892,14187
1301,Uttar Pradesh,2002,13872,14187,21446,432.538,626.085,21805
1302,Uttar Pradesh,1999,1661,1253,1053,1116.666,857.596,1361
1303,Uttar Pradesh,2000,2211,1361,1253,701.08,1116.666,2164
1304,Uttar Pradesh,2001,1089,2164,1361,737.694,701.08,769
1305,Uttar Pradesh,2002,395,769,2164,619.022,737.694,221
1306,Uttar Pradesh,2005,818,519,770,674.7,629.4,869
1307,Uttar Pradesh,1999,126076,231524,276701,809.191,849.887,303487
1308,Uttar Pradesh,2000,126846,303487,231524,673.084,809.191,260090
1309,Uttar Pradesh,2001,129896,260090,303487,701.518,673.084,268798
1310,Uttar Pradesh,1999,1575,1498,1385,1196.602,893.95,1291
1311,Uttar Pradesh,2000,2972,1291,1498,800.47,1196.602,2910
1312,Uttar Pradesh,2001,2986,2910,1291,808.442,800.47,2107
1313,Uttar Pradesh,2005,1909,2911,3455,619,693.3,3581
1314,Uttar Pradesh,2006,1082,3581,2911,388.8,619,1365
1315,Uttar Pradesh,2007,3994,1365,3581,352.8,388.8,3047
1316,Uttar Pradesh,2008,1689,3047,1365,1169.6,352.8,3197
1317,Uttar Pradesh,1999,23585,41452,40925,968.574,826.123,49882
1318,Uttar Pradesh,2000,20703,49882,41452,591.995,968.574,33539
1319,Uttar Pradesh,1999,81418,77053,79325,1060.253,941.644,182417
1320,Uttar Pradesh,2000,79780,182417,77053,693.995,1060.253,139920
1321,Uttar Pradesh,2001,102651,139920,182417,725.261,693.995,199417
1322,Uttar Pradesh,2002,83843,199417,139920,640.228,725.261,154159
1323,Uttar Pradesh,2000,31025,50043,47496,869.763,1102.748,67116
1324,Uttar Pradesh,2001,49500,67116,50043,823.594,869.763,108109
1325,Uttar Pradesh,2002,23959,108109,67116,754.238,823.594,37592
1326,Uttar Pradesh,1999,188822,421981,475902,731.811,974.483,481946
1327,Uttar Pradesh,2001,187416,477644,481946,626.1,714.488,484045
1328,Uttar Pradesh,2002,172651,484045,477644,792.707,626.1,363489
1329,Uttar Pradesh,2005,176122,397276,428236,821.1,1208.6,396803
1330,Uttar Pradesh,1999,7330,7581,4023,1268.405,956.787,6002
1331,Uttar Pradesh,2000,7337,6002,7581,919.961,1268.405,7183
1332,Uttar Pradesh,2001,7435,7183,6002,910.845,919.961,5239
1333,Uttar Pradesh,1999,55483,91055,91903,826.596,968.977,94571
1334,Uttar Pradesh,2001,52458,65339,94571,633.327,706.938,90256
1335,Uttar Pradesh,2002,40753,90256,65339,674.873,633.327,74299
1336,Uttar Pradesh,2005,35499,99033,102433,586.3,756.3,68300
1337,Uttar Pradesh,2006,48107,68300,99033,914.4,586.3,93520
1338,Uttar Pradesh,2008,56308,87097,93520,1459.4,804.7,118810
1339,Uttar Pradesh,2009,43549,118810,87097,831.7,1459.4,95329
1340,Uttar Pradesh,2010,48833,95329,118810,810.5,831.7,93320
1341,Uttar Pradesh,1999,162602,348183,373051,878.135,971.782,446907
1342,Uttar Pradesh,2000,166489,446907,348183,793.501,878.135,418224
1343,Uttar Pradesh,2001,165097,418224,446907,920.944,793.501,370150
1344,Uttar Pradesh,2002,162597,370150,418224,938.217,920.944,436958
1345,Uttar Pradesh,1999,1139,1408,1173,1227.608,1052.735,1238
1346,Uttar Pradesh,2001,940,1198,1238,856.432,869.789,1252
1347,Uttar Pradesh,2002,758,1252,1198,742.782,856.432,621
1348,Uttar Pradesh,1999,61188,136170,137159,975.395,714.226,124111
1349,Uttar Pradesh,2000,64729,124111,136170,526.2,975.395,130602
1350,Uttar Pradesh,2002,52388,141118,130602,512.979,644.827,100585
1351,Uttar Pradesh,1999,39971,59471,56690,705.345,647.724,82441
1352,Uttar Pradesh,2002,25096,75917,80997,400.44,628.527,43496
1353,Uttar Pradesh,2005,32880,94625,67858,808.5,487.1,82858
1354,Uttar Pradesh,2006,37089,82858,94625,319.2,808.5,77442
1355,Uttar Pradesh,2007,42229,77442,82858,279.6,319.2,103377
1356,Uttar Pradesh,2010,47142,92817,119522,684.7,410.8,101167
1357,Uttar Pradesh,2000,90471,186084,155987,590.25,711.965,169071
1358,Uttar Pradesh,2002,90346,174232,169071,767.022,681.952,195837
1359,Uttar Pradesh,1999,20624,41048,44758,407.721,819.364,51208
1360,Uttar Pradesh,2000,21226,51208,41048,690.966,407.721,48008
1361,Uttar Pradesh,2001,19823,48008,51208,583.405,690.966,42559
1362,Uttar Pradesh,2002,13220,42559,48008,464.975,583.405,30021
1363,Uttar Pradesh,2009,17629,39938,32335,223.7,437.4,45113
1364,Uttar Pradesh,1999,107865,230950,187366,1001.079,1049.253,261050
1365,Uttar Pradesh,2001,110842,207490,261050,783.335,793.277,246817
1366,Uttar Pradesh,2002,89277,246817,207490,792.073,783.335,167705
1367,Uttar Pradesh,2005,103594,99621,215028,816.7,792.8,151765
1368,Uttar Pradesh,2006,99740,151765,99621,812.4,816.7,194094
1369,Uttar Pradesh,1999,128647,242782,266267,615.509,871.924,279097
1370,Uttar Pradesh,2001,136399,308851,279097,570.941,686.239,314024
1371,Uttar Pradesh,2005,114978,326147,291505,1077.5,904.5,233865
1372,Uttar Pradesh,2006,138207,233865,326147,596.3,1077.5,289405
1373,Uttar Pradesh,2000,41836,105345,105401,675.602,407.637,93538
1374,Uttar Pradesh,2001,38253,93538,105345,549.864,675.602,101853
1375,Uttar Pradesh,2006,25690,50876,80429,454.8,929.3,57854
1376,Uttar Pradesh,1999,149592,385748,434147,732.787,1023.511,397044
1377,Uttar Pradesh,2000,150878,397044,385748,720.084,732.787,404330
1378,Uttar Pradesh,2001,140480,404330,397044,574.017,720.084,426304
1379,Uttar Pradesh,2002,144387,426304,404330,744.657,574.017,405772
1380,Uttar Pradesh,1999,112157,174882,228671,936.098,1017.302,228834
1381,Uttar Pradesh,2000,109804,228834,174882,774.676,936.098,172170
1382,Uttar Pradesh,2001,116257,172170,228834,753.798,774.676,231694
1383,Uttar Pradesh,2006,98612,198038,157306,712.8,562.1,184503
1384,Uttar Pradesh,2010,96664,207132,209092,717.8,648,193811
1385,Uttar Pradesh,1999,136174,240025,240099,955.97,1062.243,252465
1386,Uttar Pradesh,2000,136455,252465,240025,776.77,955.97,209971
1387,Uttar Pradesh,2001,142774,209971,252465,721.4,776.77,299278
1388,Uttar Pradesh,2000,136636,306205,245914,695.505,719.842,307990
1389,Uttar Pradesh,2001,138520,307990,306205,556.494,695.505,332478
1390,Uttar Pradesh,2010,140906,260766,274294,857.5,384.4,267580
1391,Uttar Pradesh,1999,73505,185236,197286,439.269,759.24,174750
1392,Uttar Pradesh,2000,71743,174750,185236,684.709,439.269,170555
1393,Uttar Pradesh,2006,56475,115205,134030,595.8,1226.1,127803
1394,Uttar Pradesh,1999,28176,54970,58265,1001.167,1067.799,71301
1395,Uttar Pradesh,2002,28652,58604,56897,756.282,768.626,65832
1396,Uttar Pradesh,1999,190128,379215,424904,769.275,909.355,467747
1397,Uttar Pradesh,2000,195853,467747,379215,623.727,769.275,443656
1398,Uttar Pradesh,2002,141350,509203,443656,629.443,562.828,293162
1399,Uttar Pradesh,2005,191956,483179,421045,694.3,678.5,408482
1400,Uttar Pradesh,2006,204915,408482,483179,603.5,694.3,459829
1401,Uttar Pradesh,2010,211075,425246,490281,1027.1,856.5,430171
1402,Uttar Pradesh,1999,165261,156394,325255,804.032,912.237,339177
1403,Uttar Pradesh,2000,165059,339177,156394,753.059,804.032,273971
1404,Uttar Pradesh,2001,152097,273971,339177,846.026,753.059,280586
1405,Uttar Pradesh,1999,156206,250568,313355,726.811,914.715,320394
1406,Uttar Pradesh,2000,163309,320394,250568,675.785,726.811,232696
1407,Uttar Pradesh,2002,119808,276372,232696,716.085,595.516,188830
1408,Uttar Pradesh,2006,158642,221860,241358,1009,766.7,257317
1409,Uttar Pradesh,2007,149280,257317,221860,984.4,1009,260494
1410,Uttar Pradesh,1999,85193,147115,126656,988.039,1006.528,174875
1411,Uttar Pradesh,2000,86337,174875,147115,767.622,988.039,125793
1412,Uttar Pradesh,2001,89244,125793,174875,807.856,767.622,181172
1413,Uttar Pradesh,2002,79557,181172,125793,851.536,807.856,113616
1414,Uttar Pradesh,2005,82683,34420,182495,538.8,663.1,83841
1415,Uttar Pradesh,2006,82060,83841,34420,912.9,538.8,120218
1416,Uttar Pradesh,2010,27442,21399,37703,575.8,533.6,42014
1417,Uttar Pradesh,1999,159882,317796,334187,787.826,868.286,340777
1418,Uttar Pradesh,2000,160083,340777,317796,683.294,787.826,329111
1419,Uttar Pradesh,2001,160521,329111,340777,697.864,683.294,358439
1420,Uttar Pradesh,2002,127534,358439,329111,738.834,697.864,263269
1421,Uttar Pradesh,2005,156578,315565,358923,819.6,718.8,333041
1422,Uttar Pradesh,2006,157713,333041,315565,662.1,819.6,281833
1423,Uttar Pradesh,2007,156243,281833,333041,831.9,662.1,320923
1424,Uttar Pradesh,2008,173487,320923,281833,1165.9,831.9,380110
1425,Uttar Pradesh,2009,133285,380110,320923,707.9,1165.9,303223
1426,Uttar Pradesh,2010,90048,303223,380110,729.6,707.9,216836
1427,Uttar Pradesh,1999,97663,141883,158595,942.622,971.896,146633
1428,Uttar Pradesh,2000,93204,146633,141883,700.063,942.622,105622
1429,Uttar Pradesh,2002,59042,155812,105622,648.473,673.08,84666
1430,Uttar Pradesh,2006,89698,150078,164546,628.5,633.7,129883
1431,Uttar Pradesh,1999,50073,121321,115352,884.733,926.129,136151
1432,Uttar Pradesh,2000,50174,136151,121321,707.007,884.733,120656
1433,Uttar Pradesh,2001,50666,120656,136151,719.419,707.007,126909
1434,Uttar Pradesh,2002,49582,126909,120656,754.711,719.419,89166
1435,Uttar Pradesh,2006,60959,72048,28319,770,877.4,95645
1436,Uttar Pradesh,2007,50910,95645,72048,765.6,770,86343
1437,Uttar Pradesh,2010,42021,58274,111034,705.2,433.6,84882
1438,Uttarakhand,2002,23828,25969,21003,848.569,575.805,15941
1439,Uttarakhand,2005,21212,21008,20615,1192.3,1316.8,22000
1440,Uttarakhand,2006,23031,22000,21008,905.7,1192.3,28882
1441,Uttarakhand,2002,13348,17553,25585,954.343,674.689,13177
1442,Uttarakhand,2002,8625,13187,13786,911.013,646.736,10526
1443,Uttarakhand,2002,13106,24396,25606,697.141,564.31,25244
1444,Uttarakhand,2006,12091,25667,23415,1735,2103.7,24734
1445,Uttarakhand,2007,11795,24734,25667,2940.5,1735,25112
1446,Uttarakhand,2009,11168,23706,25112,1519.2,2383,21268
1447,Uttarakhand,2010,11193,21268,23706,2781.1,1519.2,21827
1448,Uttarakhand,2009,13190,29248,32173,1396.8,1802.2,38931
1449,Uttarakhand,2010,12543,38931,29248,2497.3,1396.8,29300
1450,Uttarakhand,2002,23911,28672,26656,980.509,760.853,29266
1451,Uttarakhand,2002,12642,20753,24913,821.214,621.091,15232
